formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C7H12N2O3	[M + H]+	C7H13N2O3+	Amino acids and Peptides	0.992	Small peptides	0.997	Dipeptides	0.847	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.978	Amino acids and derivatives	0.978	N-acyl-alpha amino acids	0.652	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	173.092	32	0.525	666527025183156327	666526488584866048	1304	
1	C9H15N3O5	[M + H]+	C9H16N3O5+	Carbohydrates	0.844	Nucleosides	0.798	Pyrimidine nucleosides	0.509	Organic acids and derivatives	0.926	Carboxylic acids and derivatives	0.848	Amino acids, peptides, and analogues	0.616	Amino acids and derivatives	0.615	Alpha amino acids and derivatives	0.565	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	246.108	32	0.526	666527028668623917	666526504707771409	1372	
1	C7H13NO4	[M + H]+	C7H14NO4+	Amino acids and Peptides	0.989	Small peptides	0.996	Aminoacids	0.995	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.998	Amino acids and derivatives	0.998	Alpha amino acids	0.956	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Dialkylamines; Alpha amino acids; Amines; Secondary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	176.092	32	0.526	666527025187350636	666526489675385133	1410	
1	C10H21NO4	[M + K]+	C10H21KNO4+	Fatty acids	0.874	Fatty esters	0.657	Fatty acyl carnitines	0.158	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Quaternary ammonium salts	0.993	Cholines	0.843	Acyl cholines	0.703	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Acyl cholines; Quaternary ammonium salts; Cholines; Secondary alcohols; Amines; Alkanolamines; Organic cations; Organic salts; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	258.109	32	0.527	666527030858051805	666526506322578609	1417	
1	C7H13N5O2	[M + Na]+	C7H13N5NaO2+	Amino acids and Peptides	0.353	Small peptides	0.209	Aminoacids	0.087	Organoheterocyclic compounds	0.898	Azoles	0.591					Azoles	0.591	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Azoles; Secondary alcohols; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	222.097	32	0.527	666527033852785759	666526500291168977	1318	
1	C6H11NO2	[M + K]+	C6H11KNO2+	Amino acids and Peptides	0.955	Small peptides	0.941	Aminoacids	0.961	Organic acids and derivatives	0.946	Carboxylic acids and derivatives	0.950	Amino acids, peptides, and analogues	0.857	Amino acids and derivatives	0.857	Amino acids	0.707	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Piperidinecarboxylic acids; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	168.042	32	0.527	666527032892289885	666526487267854547	1326	
1	C9H16N4O3	[M + H]+	C9H17N4O3+	Amino acids and Peptides	0.994	Small peptides	0.997	Aminoacids	0.836	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.991	Amino acids and derivatives	0.991	Alpha amino acids	0.507	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	229.130	32	0.528	666527035589227998	666526501641734935	1270	
1	C9H17NO6	[M + H]+	C9H18NO6+	Carbohydrates	0.998	Aminosugars and aminoglycosides	0.995	Aminosugars	0.998	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.930	Monosaccharides	0.870	Hexoses	0.530	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Polyols; Amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	236.113	32	0.529	666527043541629439	666526502937774986	1499	
1	C15H27N3O5	[M + H]+	C15H28N3O5+	Amino acids and Peptides	0.971	Small peptides	0.976	Tripeptides	0.949	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.974	Peptides	0.914	Oligopeptides	0.674	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	330.202	32	0.531	666527032862929736	666526518356037710	928	
1	C9H15NO6	[M + H]+	C9H16NO6+	Amino acids and Peptides	0.595	Aminosugars and aminoglycosides	0.288	Aminosugars	0.227	Organic acids and derivatives	0.958	Carboxylic acids and derivatives	0.951	Amino acids, peptides, and analogues	0.706	Amino acids and derivatives	0.707	Amino acids	0.588	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	234.097	32	0.532	666527041964570836	666526502463818589	1477	
1	C7H11N3O3	[M + H]+	C7H12N3O3+	Amino acids and Peptides	0.825	Small peptides	0.914	Aminoacids	0.777	Organic acids and derivatives	0.958	Carboxylic acids and derivatives	0.942	Amino acids, peptides, and analogues	0.657	Amino acids and derivatives	0.655	Alpha amino acids and derivatives	0.508	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	186.087	32	0.533	666527061535195693	666526490828818813	1646	
1	C11H23N3O2	[M + H]+	C11H24N3O2+	Alkaloids	0.898	Ornithine alkaloids	0.882	Polyamines	0.820	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.985	Amino acids and derivatives	0.984	Amino acids and derivatives	0.984	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Oxazinanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Morpholines; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Acetamides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.186	32	0.533	666527051670191264	666526501847255851	1615	
1	C9H15NO5	[M + H]+	C9H16NO5+	Amino acids and Peptides	0.437	Small peptides	0.375	Fatty acyl homoserine lactones	0.301	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.884	Amino acids and derivatives	0.884	N-acyl-alpha amino acids and derivatives	0.546	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	218.102	32	0.533	666527039926138961	666526495685823140	1505	
1	C15H31NO12	[M + H]+	C15H32NO12+	Amino acids and Peptides	0.997	Amino acid glycosides	1.000	Cyanogenic glycosides	1.000	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.998	Glycosyl compounds	0.958	Cyanogenic glycosides	0.968	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Cyanogenic glycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	418.192	32	0.535	666527038890145659	666526528527225775	1767	
1	C10H19NO6	[M + H]+	C10H20NO6+	Carbohydrates	0.888	Aminosugars and aminoglycosides	0.846	Aminosugars	0.913	Organic acids and derivatives	0.953	Carboxylic acids and derivatives	0.944	Amino acids, peptides, and analogues	0.396	Amino acids and derivatives	0.399	Amino acids	0.501	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	250.129	32	0.536	666527060176240717	666526505584381025	1608	
1	C21H33F2NO4	[M + H]+	C21H34F2NO4+	Fatty acids	0.990	Eicosanoids	0.853	Prostaglandins	0.309	Lipids and lipid-like molecules	0.964	Fatty Acyls	0.945	Eicosanoids	0.765	Prostaglandins and related compounds	0.730	Prostaglandins and related compounds	0.730	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Eicosanoids; Prostaglandins and related compounds; Alkyl fluorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Organofluorides; Secondary alcohols; Carbonyl compounds; Alkyl halides; Cyclopentanols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	402.246	32	0.536	666527066895518236	666526525649933056	1617	
1	C7H11NO4	[M + H]+	C7H12NO4+	Amino acids and Peptides	0.890	Small peptides	0.955	Aminoacids	0.964	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.990	Amino acids and derivatives	0.990	Alpha amino acids	0.727	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acids; Pyrrolidine carboxylic acids; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	174.076	32	0.536	666527061308703150	666526488878467338	1849	
1	C11H14N4O7	[M + H]+	C11H15N4O7+	Amino acids and Peptides	0.833	Small peptides	0.920	Imidazole alkaloids	0.327	Organic acids and derivatives	0.967	Carboxylic acids and derivatives	0.941	Amino acids, peptides, and analogues	0.829	Amino acids and derivatives	0.826	Alpha amino acids and derivatives	0.801	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Organic nitro compounds; Carboxylic acids; Carbonyl compounds; Substituted imidazoles; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	315.095	32	0.537	666527034972665124	666526516263079834	2298	
